image_path,predicted_face_shape,hairstyle
data\kinky\a8ea9f1cd728b1d340e92376af7734314.png,Oblong,kinky
data\kinky\amymaxine.jpg,Oblong,kinky
data\kinky\b00685a6206bf9de0d71ec99e33939c04.jpg,Round,kinky
data\kinky\best-hair-dryers-for-curly-hair-292530-1617749096061-main.700x0c.jpg,Oblong,kinky
data\kinky\black-hair-working-out.jpg,Round,kinky
data\kinky\c0a55f0c7f0e7d18b0751815295e333b4.jpg,Oval,kinky
data\kinky\c0f7770f01ac2c5903dc3012764aadd82.jpg,Oblong,kinky
data\kinky\c1.jpg,Round,kinky
data\kinky\c948c7e0dba68bb1f23236a6fabe49014.jpg,Oblong,kinky
data\kinky\caacbb4a7cc1035896b519906b7482be.jpg,Oblong,kinky
data\kinky\cb30c5e924d8ed5457d7281bd907ae5c.jpg,Round,kinky
data\kinky\curly-1_1024x1024.jpg,Oblong,kinky
data\kinky\current-regimen-for-my-natural-hair-1.jpg,Oval,kinky
data\kinky\d65c52107bd67ac79c648a15e8bd122b4.jpg,Oblong,kinky
data\kinky\d8786f0057d5ed8b59735bbe15a9f5a5.jpg,Round,kinky
data\kinky\df3532270857d23f9122e88ab7af994f.jpg,Oval,kinky
data\kinky\e4927543317441b4991b714be37a9b53.jpg,Oblong,kinky
data\kinky\ebe772a2d494168def7afe7cc06328e2.jpg,Heart,kinky
data\kinky\f1195e229cdf0d82f99813453bb802b04.jpg,Oblong,kinky
data\kinky\ff0936b47b787a7361414469413129654.jpg,Oblong,kinky
data\kinky\gingercurlafro.jpg,Heart,kinky
data\kinky\HauteKinkyCurlyFullLaceWig20_3_97e68f1a-e3d1-47c4-ba1b-0e5dc72b38812x.jpg,Round,kinky
data\kinky\humidity-natural-hair-humectants-dew-points.jpg,Oblong,kinky
data\kinky\image.jpg,Oval,kinky
data\kinky\image10.jpg,Heart,kinky
data\kinky\image103.jpg,Oblong,kinky
data\kinky\image104.jpg,Oblong,kinky
data\kinky\image110.jpg,Oblong,kinky
data\kinky\image111.jpg,Heart,kinky
data\kinky\image114.jpg,Oblong,kinky
data\kinky\image115.jpg,Oblong,kinky
data\kinky\image118.jpg,Round,kinky
data\kinky\image12 (2).jpg,Heart,kinky
data\kinky\image120.jpg,Oval,kinky
data\kinky\image124.jpg,Oblong,kinky
data\kinky\image126.jpg,Oblong,kinky
data\kinky\image127.jpg,Heart,kinky
data\kinky\image13.jpg,Round,kinky
data\kinky\image134.jpg,Oblong,kinky
data\kinky\image136.jpg,Heart,kinky
data\kinky\image138.jpg,Oblong,kinky
data\kinky\image140.jpg,Oval,kinky
data\kinky\image141.jpg,Oval,kinky
data\kinky\image142.jpg,Oval,kinky
data\kinky\image143.jpg,Square,kinky
data\kinky\image145.jpg,Oblong,kinky
data\kinky\image146.jpg,Square,kinky
data\kinky\image147.jpg,Oblong,kinky
data\kinky\image149.jpg,Oblong,kinky
data\kinky\image15 (2).jpg,Oblong,kinky
data\kinky\image150.jpg,Oblong,kinky
data\kinky\image152.jpg,Oval,kinky
data\kinky\image155.jpg,Round,kinky
data\kinky\image157.jpg,Round,kinky
data\kinky\image16 (2).jpg,Oblong,kinky
data\kinky\image160.jpg,Oval,kinky
data\kinky\image162.jpg,Oblong,kinky
data\kinky\image163.jpg,Oblong,kinky
data\kinky\image164.jpg,Heart,kinky
data\kinky\image165.jpg,Oblong,kinky
data\kinky\image167.jpg,Oblong,kinky
data\kinky\image168.jpg,Heart,kinky
data\kinky\image17 (2).jpg,Round,kinky
data\kinky\image170.jpg,Oblong,kinky
data\kinky\image173.jpg,Oblong,kinky
data\kinky\image175.jpg,Heart,kinky
data\kinky\image177.jpg,Oblong,kinky
data\kinky\image179.jpg,Round,kinky
data\kinky\image18.jpeg,Round,kinky
data\kinky\image18.jpg,Oblong,kinky
data\kinky\image180.jpg,Oval,kinky
data\kinky\image181.jpg,Oblong,kinky
data\kinky\image182.jpg,Oblong,kinky
data\kinky\image184.jpg,Oblong,kinky
data\kinky\image185.jpg,Square,kinky
data\kinky\image186.jpg,Heart,kinky
data\kinky\image19.jpeg,Square,kinky
data\kinky\image193.jpg,Oblong,kinky
data\kinky\image194.jpg,Oblong,kinky
data\kinky\image195.jpg,Oblong,kinky
data\kinky\image196.jpg,Oval,kinky
data\kinky\image198.jpg,Oblong,kinky
data\kinky\image20 (2).jpeg,Oblong,kinky
data\kinky\image205.jpg,Heart,kinky
data\kinky\image206.jpg,Oblong,kinky
data\kinky\image21 (2).jpg,Oblong,kinky
data\kinky\image210.jpg,Oblong,kinky
data\kinky\image212.jpg,Heart,kinky
data\kinky\image213.jpg,Heart,kinky
data\kinky\image214.jpg,Heart,kinky
data\kinky\image215.jpg,Heart,kinky
data\kinky\image225.jpg,Square,kinky
data\kinky\image226.jpg,Oval,kinky
data\kinky\image228.jpg,Oval,kinky
data\kinky\image231.jpg,Oblong,kinky
data\kinky\image234.jpg,Oblong,kinky
data\kinky\image236.jpg,Heart,kinky
data\kinky\image238.jpg,Oblong,kinky
data\kinky\image241.jpg,Oval,kinky
data\kinky\image242.jpg,Oval,kinky
data\kinky\image243.jpg,Oval,kinky
data\kinky\image244.jpg,Round,kinky
data\kinky\image249.jpg,Oblong,kinky
data\kinky\image252.jpg,Round,kinky
data\kinky\image253.jpg,Round,kinky
data\kinky\image255.jpg,Oblong,kinky
data\kinky\image259.jpg,Heart,kinky
data\kinky\image260.jpg,Oblong,kinky
data\kinky\image263.jpg,Oblong,kinky
data\kinky\image266.jpg,Heart,kinky
data\kinky\image267.jpg,Oval,kinky
data\kinky\image269.jpg,Oblong,kinky
data\kinky\image270.jpg,Oval,kinky
data\kinky\image272.jpg,Oblong,kinky
data\kinky\image275.jpg,Oblong,kinky
data\kinky\image276.jpg,Oblong,kinky
data\kinky\image277.jpg,Round,kinky
data\kinky\image280.jpg,Heart,kinky
data\kinky\image283.jpg,Heart,kinky
data\kinky\image284.jpg,Heart,kinky
data\kinky\image285.jpg,Oblong,kinky
data\kinky\image3.jpeg,Round,kinky
data\kinky\image300.jpg,Heart,kinky
data\kinky\image302.jpg,Oval,kinky
data\kinky\image306.jpg,Heart,kinky
data\kinky\image308.jpg,Oval,kinky
data\kinky\image309.jpg,Oblong,kinky
data\kinky\image31.jpg,Heart,kinky
data\kinky\image311.jpg,Oblong,kinky
data\kinky\image312.jpg,Square,kinky
data\kinky\image318.jpg,Oblong,kinky
data\kinky\image328.jpg,Heart,kinky
data\kinky\image33 (2).jpg,Square,kinky
data\kinky\image330.jpg,Oval,kinky
data\kinky\image331.jpg,Oblong,kinky
data\kinky\image332.jpg,Oblong,kinky
data\kinky\image333.jpg,Oblong,kinky
data\kinky\image334.jpg,Oval,kinky
data\kinky\image335.jpg,Heart,kinky
data\kinky\image336.jpg,Round,kinky
data\kinky\image34.jpg,Oblong,kinky
data\kinky\image349.jpg,Round,kinky
data\kinky\image350.jpg,Oblong,kinky
data\kinky\image353.jpg,Round,kinky
data\kinky\image358.jpg,Heart,kinky
data\kinky\image360.jpg,Heart,kinky
data\kinky\image361.jpg,Oblong,kinky
data\kinky\image366.jpg,Square,kinky
data\kinky\image368.jpg,Oval,kinky
data\kinky\image371.jpg,Oval,kinky
data\kinky\image372.jpg,Round,kinky
data\kinky\image373.jpg,Heart,kinky
data\kinky\image374.jpg,Oblong,kinky
data\kinky\image375.jpg,Round,kinky
data\kinky\image376.jpg,Square,kinky
data\kinky\image38.jpg,Oblong,kinky
data\kinky\image4.jpg,Oval,kinky
data\kinky\image43.jpg,Heart,kinky
data\kinky\image44.jpg,Oblong,kinky
data\kinky\image47.jpg,Round,kinky
data\kinky\image48.jpg,Heart,kinky
data\kinky\image50.jpg,Square,kinky
data\kinky\image55 (2).jpg,Oval,kinky
data\kinky\image55.jpg,Oval,kinky
data\kinky\image56.jpg,Heart,kinky
data\kinky\image57.jpg,Heart,kinky
data\kinky\image58.jpg,Oval,kinky
data\kinky\image59.jpg,Oblong,kinky
data\kinky\image60.jpg,Round,kinky
data\kinky\image63.jpg,Oblong,kinky
data\kinky\image64.jpg,Oblong,kinky
data\kinky\image67.jpg,Oval,kinky
data\kinky\image74.jpg,Oval,kinky
data\kinky\image76.jpg,Oblong,kinky
data\kinky\image77.jpg,Round,kinky
data\kinky\image79.jpg,Round,kinky
data\kinky\image80.jpg,Oval,kinky
data\kinky\image81.jpg,Oval,kinky
data\kinky\image85.jpg,Oval,kinky
data\kinky\image91.jpg,Oblong,kinky
data\kinky\images.jpg,Oblong,kinky
data\kinky\images11.jpg,Oblong,kinky
data\kinky\images12.jpg,Oval,kinky
data\kinky\images13.jpg,Round,kinky
data\kinky\images14.jpg,Oval,kinky
data\kinky\images15.jpg,Oblong,kinky
data\kinky\images16.jpg,Oval,kinky
data\kinky\images17.jpg,Round,kinky
data\kinky\images4.jpg,Round,kinky
data\kinky\images5.jpg,Heart,kinky
data\kinky\images6.jpg,Oblong,kinky
data\kinky\images66.jpg,Round,kinky
data\kinky\images7.jpg,Oblong,kinky
data\kinky\images8.jpg,Round,kinky
data\kinky\img.png,Oblong,kinky
data\kinky\kinkycurly-1024x576.jpg,Round,kinky
data\kinky\volume-70.jpg,Oblong,kinky
data\kinky\_-12_4_1.jpg,Round,kinky
data\men\-1x-1.jpg,Heart,men
data\men\-studio-attractive-guy-fashion-hairstyle-confident-man-short-beard-125019349.jpg,Oval,men
data\men\-trendy-shirt-with-normal-face-expression-looking-at-camera-while-1017384106.jpg,Round,men
data\men\0049bf07f235946231927cfccf349826.jpg,Oblong,men
data\men\03-08-mlp-hero-tile-02-data.jpg,Oval,men
data\men\1280016-1966269795.jpg,Oval,men
data\men\1675088240-1674833455-rege-jean-page_lofficiel-edited.png,Oval,men
data\men\1686314317100_ChrisHemsworthh.jpg,Round,men
data\men\179497-Casual-Summer-Outfit-For-Young-Men.jpg,Heart,men
data\men\2020-mens-hairstyles.jpg,Oblong,men
data\men\209e1c34722a4167e88bb215fc28e9ce--young-mens-hairstyles-mens-hairstyle-.jpg,Square,men
data\men\230505-pfizer-vaccine-al-1014-78a895.jpg,Heart,men
data\men\23109405_mb_12_001.jpg,Oblong,men
data\men\360_F_214746128_31JkeaP6rU0NzzzdFC4khGkmqc8noe6h.jpg,Oval,men
data\men\360_F_224869519_aRaeLneqALfPNBzg0xxMZXghtvBXkfIA.jpg,Oval,men
data\men\360_F_316726850_Kp5gHry52XIA0Cedl7b2K1remR1hJ8NU.jpg,Oval,men
data\men\3cb5006d920ab3293da41860dcef7bd4.jpg,Oblong,men
data\men\40-Sexy-Men-That-are-So-Hot-Right-Now.jpg,Square,men
data\men\4805b6808092396fdd1c180cc8cc77f0.jpg,Oval,men
data\men\4904-young_bald_man-732x549-thumbnail.jpg,Square,men
data\men\60ca0ff833dcd.jpg,Oval,men
data\men\61df4c8fce78586a21624cb9_Rutherford-33.jpg,Round,men
data\men\7-Messy-Hair-700x560.jpg,Oblong,men
data\men\87741218_318x280p.png,Heart,men
data\men\95b689e1-64b7-400e-b6a1-df34e4485574.jpeg,Oval,men
data\men\97571070.jpg,Oval,men
data\men\9780226450353.jpg,Heart,men
data\men\AGvuzYZyn8YeS105SzTxi4XPQINJ5S5Wzc35A9uZeWeHXQs64-c-mo.jpg,Round,men
data\men\alan_beak-cool-haircuts-for-teen-boys-with-curly-hair-819x1024.jpg,Oblong,men
data\men\best-men-fade-haircuts-styles-luxe-digital.jpg,Square,men
data\men\Boy-Bedroom-1-600x874.jpg,Heart,men
data\men\close-photo-charming-guy-entrepreneur-600w-1531460651.jpg,Square,men
data\men\cn53921059.jpg,Oval,men
data\men\confident-rich-eastern-indian-business-260nw-2200214153.jpg,Oblong,men
data\men\Crew-Cut.jpg,Square,men
data\men\dark-haired-man-in-brown-leather-jacket.jpg,Oblong,men
data\men\dating-younger-men-mc-main-210922-05.jpg,Oval,men
data\men\depositphotos_11412590-stock-photo-handsome-young-man.jpg,Oblong,men
data\men\depositphotos_183069510-stock-photo-closeup-face-successful-young-men.jpg,Oblong,men
data\men\depositphotos_208432540-stock-photo-portrait-happy-handsome-young-guy.jpg,Square,men
data\men\depositphotos_341111886-stock-photo-stylish-man-wearing-sunglasses-and.jpg,Oval,men
data\men\e0ddc22d0003faab81eb79a2332eed552b45878e.jpeg,Oval,men
data\men\Edgar-Haircut-1.jpg,Oblong,men
data\men\elegant-young-handsome-man-studio-fashion-portrait-photo-34790998.jpg,Oval,men
data\men\ently-smiling-dressed-beautiful-denim-shirt-isolated-yellow-wall_295783-1613.jpg,Oblong,men
data\men\file-20230316-22-no902y.jpg,Oval,men
data\men\Fringe.jpg,Oval,men
data\men\ft_2022.03.28_younggenderwagegap_01.png,Heart,men
data\men\g-smiling-broadly-demonstrating-white-teeth-being-happy-pleased_176420-13298.jpg,Square,men
data\men\ge-sweater-over-isolated-white-background-happy-face-smiling-with-1538355161.jpg,Oblong,men
data\men\GettyImages-646860344_medium.jpg,Oval,men
data\men\haircuts-for-black-men-1x1-1.jpg,Oval,men
data\men\handsome-bearded-guy-posing-against-white-wall_273609-20597.jpg,Oval,men
data\men\handsome-happy-man-posing-on-the-beach-stock-image_csp15379764.jpg,Oval,men
data\men\Handsome-Hrithik-Roshan.jpg,Oblong,men
data\men\handsome-man-style-16892120.jpg,Oblong,men
data\men\handsome-man-suit-portrait-elegant-sitting-armchair-grunge-background-studio-shot-116485646.jpg,Oval,men
data\men\handsome-young-black-man-serious-expression-face-close-up-portrait-45080832.jpg,Oval,men
data\men\handsome-young-man-29696878.jpg,Square,men
data\men\handsome-young-man-6010032.jpg,Square,men
data\men\handsome-young-man-smiling-indoors-260nw-582575098.jpg,Oblong,men
data\men\hbz-hottest-men-james-dean-gettyimages-74259003.jpg,Square,men
data\men\hbz-hottest-men-marlon-brando-gettyimages-522769871.jpg,Square,men
data\men\healthy-beauty-face-black-blue-background-portrait-high-resolution-125032656.jpg,Oval,men
data\men\how-to-dress-well-in-your-20s-young-adult-mens-style.jpg,Heart,men
data\men\hq720.jpg,Square,men
data\men\image21.jpeg,Oblong,men
data\men\image22.jpeg,Round,men
data\men\image23.jpeg,Oblong,men
data\men\image24.jpeg,Oblong,men
data\men\image25.jpeg,Square,men
data\men\image26.jpeg,Oval,men
data\men\image27.jpeg,Round,men
data\men\image28.jpeg,Square,men
data\men\image29.jpeg,Oblong,men
data\men\image30.jpeg,Round,men
data\men\image31.jpeg,Oval,men
data\men\image32.jpeg,Oblong,men
data\men\image32.png,Heart,men
data\men\images.jpg,Round,men
data\men\images10.jpg,Round,men
data\men\images11.jpg,Square,men
data\men\images12.jpg,Oval,men
data\men\images13.jpg,Square,men
data\men\images14.jpg,Oval,men
data\men\images15.jpg,Square,men
data\men\images16.jpg,Square,men
data\men\images17.jpg,Round,men
data\men\images18.jpg,Round,men
data\men\images19.jpg,Square,men
data\men\images2.jpg,Round,men
data\men\images20.jpg,Square,men
data\men\images21.jpg,Round,men
data\men\images22.jpg,Round,men
data\men\images23.jpg,Square,men
data\men\images24.jpg,Oval,men
data\men\images25.jpg,Oval,men
data\men\images26.jpg,Round,men
data\men\images27.jpg,Round,men
data\men\images28.jpg,Oblong,men
data\men\images29.jpg,Oblong,men
data\men\images3.jpg,Oval,men
data\men\images30.jpg,Round,men
data\men\images31.jpg,Round,men
data\men\images32.jpg,Oval,men
data\men\images33.jpg,Square,men
data\men\images34.jpg,Square,men
data\men\images35.jpg,Square,men
data\men\images36.jpg,Square,men
data\men\images37.jpg,Oval,men
data\men\images38.jpg,Round,men
data\men\images39.jpg,Square,men
data\men\images4.jpg,Oval,men
data\men\images40.jpg,Oval,men
data\men\images41.jpg,Round,men
data\men\images42.jpg,Oval,men
data\men\images43.jpg,Square,men
data\men\images44.jpg,Oval,men
data\men\images45.jpg,Square,men
data\men\images46.jpg,Oval,men
data\men\images47.jpg,Oval,men
data\men\images48.jpg,Round,men
data\men\images49.jpg,Square,men
data\men\images5.jpg,Oval,men
data\men\images50.jpg,Square,men
data\men\images51.jpg,Oblong,men
data\men\images52.jpg,Round,men
data\men\images6.jpg,Round,men
data\men\images7.jpg,Oblong,men
data\men\images8.jpg,Round,men
data\men\images9.jpg,Oval,men
data\men\jeremywexlerhair-cool-short-haircuts-for-young-men.jpg,Oval,men
data\men\jxSD0JO.jpg,Oblong,men
data\men\Lobby-card-Room-at-the-Top.jpg,Oval,men
data\men\Lobby-card-Saturday-Night-and-Sunday-Morning.jpg,Heart,men
data\men\locutor-stands-against-white-wall-self-confident-man-freelancer_273609-16320.jpg,Oval,men
data\men\man-20s-style.jpg,Oblong,men
data\men\man-657869_640.jpg,Round,men
data\men\man-750.jpg,Oval,men
data\men\man-isolated-showing-emotions-end-gestures_1303-30095.jpg,Oval,men
data\men\man-looking-attractive.jpg,Round,men
data\men\man-smiling-camera-standing-casual-outfit-against-blue-background_1258-65479.jpg,Oval,men
data\men\man-smiling-camera-standing-casual-outfit-against-blue-background_1258-66609.jpg,Oval,men
data\men\maxresdefault.jpg,Oval,men
data\men\men-s-shoes-clothing-accessories.jpg,Oblong,men
data\men\Men_s-Original-Boxers-Black-Side_b764bdc5-7f34-45a5-b8c5-33c911f67544.jpg,Oval,men
data\men\MM-Hero.jpg,Heart,men
data\men\modern-businessman-in-india.jpg,Oblong,men
data\men\Most-Handsome-Men-in-India-2022.jpg,Heart,men
data\men\MV5BMjYyZmI4NGYtYzUyZS00MTVjLThmZjEtNGM2MGVjY2QwYTkwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,Oval,men
data\men\MV5BOTgyNjAyNzYtYTRmMC00YzJiLThkOGQtYWE1YjNjYTIzNDBlXkEyXkFqcGdeQXVyNTU3MTg3ODE._V1_.jpg,Heart,men
data\men\MV5BZDE4MzI0OGYtMjYwNS00YTc5LTlhZmYtYjRjMzM5NDgzYTA0XkEyXkFqcGdeQXVyNjgwNTk4Mg._V1_.jpg,Oblong,men
data\men\n-portrait-african-american-cute-black-young-man-closeup-pictures_csp2871628.jpg,Oval,men
data\men\Nic_home.jpg,Oval,men
data\men\ook-eye-catching-beauty-fashionable-hair-beard-wearing-white-shirt-103253910.jpg,Square,men
data\men\or-portrait-young-handsome-man-white-shirt-outdoor-nice-appearance-131934608.jpg,Square,men
data\men\ortrait-fashion-male-model-black-hair-high-resolution-handsome-man-125031765.jpg,Square,men
data\men\Outdoors-man-portrait_28cropped29.jpg,Oval,men
data\men\pexels-photo-1450116.jpeg,Heart,men
data\men\pexels-photo-2379004.jpeg,Oblong,men
data\men\pexels-photo-2896840.jpeg,Oblong,men
data\men\pexels-photo-3170635.jpeg,Oval,men
data\men\pexels-photo-3468827.jpeg,Oval,men
data\men\pexels-photo-4275717.jpeg,Oval,men
data\men\pexels-photo-715546.jpeg,Oblong,men
data\men\pexels-photo-769749.jpeg,Square,men
data\men\pexels-photo-842811.jpeg,Oval,men
data\men\pexels-photo-91227.jpeg,Square,men
data\men\pexels-photo-936119.jpeg,Oblong,men
data\men\pexels-photo-938639.jpeg,Square,men
data\men\pexels-photo-943235.jpeg,Square,men
data\men\portrait-handsome-caucasian-man-formal-260nw-2142820441.jpg,Oval,men
data\men\portrait-handsome-young-man-with-crossed-arms_176420-15569.jpg,Oval,men
data\men\portrait-happy-mid-adult-man-260nw-1812937819.jpg,Oval,men
data\men\portrait-of-handsome-man-with-blue-shirt-picture_csp9977877.jpg,Oval,men
data\men\portrait_young_man_argentina.jpeg,Oval,men
data\men\poster-gray-hair-on-men-1518010251.jpg,Oblong,men
data\men\Pratidin_Template__31_.png,Oval,men
data\men\professional-man-portrait.jpg,Oval,men
data\men\pster-man-with-beard-smiling-laughing-looking-at-camera-over-white-674194966.jpg,Oblong,men
data\men\py-young-hispanic-man-smiling-and-relaxing-near-hotel-stock-image_csp6464416.jpg,Oval,men
data\men\rait-of-bald-and-bearded-african-american-senior-man-in-log-cabin-2265013783.jpg,Oval,men
data\men\Remus-mens-original-leather-shoes-antique-tassels-croc-texture-three-quarter-view-JULKE_256x3x.jpg,Heart,men
data\men\rhodeisland_couple_021023ap_w.jpg,Oval,men
data\men\Robert-Pattinson.jpg,Square,men
data\men\Ryan-Gosling.jpg,Oblong,men
data\men\ryanfawwaz1.jpg,Oblong,men
data\men\Saint_Young_Men_Vol01_Cover.jpg,Heart,men
data\men\serious-man-serious-guy-with-dislike-look-stock-photos_csp1628203.jpg,Oval,men
data\men\sexy-man-close-up-portrait-of-a-very-handsome-man-stock-photo_csp18094742.jpg,Oval,men
data\men\short-boxed-beard-for-men.jpg,Square,men
data\men\side-view-portrait-smiling-handsome-man-white-background-copy-space-97948506.jpg,Oval,men
data\men\silver-hair-zayn-malik.jpg,Oblong,men
data\men\Skin-Fade-Haircut-for-Young-Men.jpg,Square,men
data\men\smiling-young-middle-eastern-man-260nw-2063524544.jpg,Square,men
data\men\ss-happily-offering-a-handshake-this-represents-great-stock-photo_csp0339182.jpg,Oval,men
data\men\stock-photo-portrait-of-young-man-with-crossed-hands-near-in-window-582575041.jpg,Square,men
data\men\stock-photo-thoughtful-young-man-standing-with-smart-phone-2268446211.jpg,Round,men
data\men\swifty_the_barber-popular-haircuts-for-teen-boys-young-men-819x1024.jpg,Oblong,men
data\men\teen-beard-18.jpg,Oblong,men
data\men\teen-boy-haircuts-spiky-textured-fade-1.jpg,Oblong,men
data\men\tp-haircuts-for-men-2023-new.jpg,Square,men
data\men\t_04ff8d53d16d418ba3604a874af60c7b_name_WEB_emba_masculinity_thumbnail.png,Oblong,men
data\men\unsplash.comclientVFEsize64typeFAVICONfallback_optsTYPESIZEURLnfrp2.jpg,Heart,men
data\men\unstitched-cotton-suit-for-men-black-an4003_8_1200x.jpg,Oval,men
data\men\Why-Older-Women-Like-Younger-Men.jpg,Oblong,men
data\men\work-businessman-formal-wear-holding-touch-pad-portable-computer_343059-4593.jpg,Oblong,men
data\men\young-bearded-man-with-striped-shirt_273609-5677.jpg,Round,men
data\men\young-handsome-man-in-jeans-shirt-keeping-arms-crossed-and-smiling-439433326.jpg,Oblong,men
data\men\young-handsome-man-with-beard-isolated-keeping-arms-crossed-frontal-position_1368-132662.jpg,Heart,men
data\men\young-man-1468840.jpg,Oblong,men
data\men\young-man-preparing-for-a-run-royalty-free-image-1653080454.jpg,Oblong,men
data\men\Young-man-with-grey-hair.jpg,Oblong,men
data\men\young-men-need-role-models-denzel-1511626808-6978.jpg,Oval,men
data\men\Young-menE28099s-professional-haircut.jpg,Oval,men
data\men\_105794981_55davidlammyfinalimagesmaller.jpg,Oval,men
data\Straight\000028d73-Nicole_Scherzinger.jpg,Oblong,Straight
data\Straight\01-10-2019-latest-haircut-for-girls_Equal_Length_4PNG.jpg,Oval,Straight
data\Straight\01-10-2019-latest-haircut-for-girls_short_pixie_straight_undercut_3PNG.jpg,Square,Straight
data\Straight\01b8ef4743e2a5d1b3e888ef18acdfd0.jpg,Square,Straight
data\Straight\03e7316208c63582103294f3e1ef8b7b.jpg,Square,Straight
data\Straight\051c0f399232bd22fb8ff55a6dde5441.jpg,Oblong,Straight
data\Straight\060c671d89cba47235d3a8a620bed080.jpg,Oval,Straight
data\Straight\06faceb8ea130fb976a3339f52ba611d--hair-products-for-men-gentlemens-guide.jpg,Oval,Straight
data\Straight\0a1c060ba84f25dd6f353656818fb646.jpg,Square,Straight
data\Straight\0a7bec97b58f02f16f1da241ed4d99dd.jpg,Oblong,Straight
data\Straight\0f9d3172f6ec3206d6f76318830159b2.jpg,Oblong,Straight
data\Straight\1-Saee-Hairstyle-Round-Face-Girls-With-Straightened-Hair.jpg,Oval,Straight
data\Straight\1-short-spiky-mens-haircut.jpg,Square,Straight
data\Straight\10100463715_c9aae924f1_z.jpg,Oval,Straight
data\Straight\11737395.jpg,Square,Straight
data\Straight\119f64bc0ab211e3bb2b22000ae90d63_7.jpg,Round,Straight
data\Straight\11e655773616e81becaf72fba5ccf891.jpg,Oval,Straight
data\Straight\14d7ebf23ba65a04f18e77f09a91605b.jpg,Oval,Straight
data\Straight\170b4b8e1617a06e02d5c7167365d60f.jpg,Heart,Straight
data\Straight\198cd7c33975b5a4fcffb99415cd1b6b.jpg,Oval,Straight
data\Straight\1a-hair-type-1-1024x683.jpg,Oval,Straight
data\Straight\1e0ad8c865ed80030c208eceb3c8ca88.jpg,Oblong,Straight
data\Straight\1e80e0381be14a7a6cbf5ab118a6fbd5.jpg,Oblong,Straight
data\Straight\1eed8832b01f40dc494b9f61a9e89781.jpg,Square,Straight
data\Straight\1_Emily-Atack.jpg,Heart,Straight
data\Straight\20140521_220622.jpg,Oval,Straight
data\Straight\220-10-best-indian-hairstyles_132172781.jpg,Oblong,Straight
data\Straight\230e154c4fc0f9e68cb079464d30a22a.jpg,Oblong,Straight
data\Straight\25-indian-hairstyles-for-round-face25.jpg,Heart,Straight
data\Straight\25a082d2a5534fd9f3ecfb5c40c52681.jpg,Oval,Straight
data\Straight\25e4ee1104a6a1afaaf8d4dff010c3e33.jpg,Oval,Straight
data\Straight\26252422.jpg,Oblong,Straight
data\Straight\26ccec4b6c1d56f467ccae248e7a6230.jpg,Square,Straight
data\Straight\270acbf9a692d3f923a3e9136ef676534.jpg,Oval,Straight
data\Straight\286b03b2ad1c09bf52cbcc99a4dabba4.jpg,Square,Straight
data\Straight\28f4e5287576682ad0599f74a012386f.jpg,Oblong,Straight
data\Straight\29-wavy-hairstyle-for-medium-hair-B9rxNUdpYR_.jpg,Oval,Straight
data\Straight\3-long-brown-hair-with-layers-and-thin-highlights.jpg,Oblong,Straight
data\Straight\3-pin-straight-dark-brown-hair-with-brown-balayage.jpg,Square,Straight
data\Straight\3.-Side-Part-with-Fade-and-Longer-Hair-on-Top-.jpg,Square,Straight
data\Straight\3117e662a53af8bd569889e178d1847c.jpg,Square,Straight
data\Straight\33-BdYXoHmlnp-.jpg,Oval,Straight
data\Straight\37d9f48e01c2a0b45f65d8151f6ac7b8.jpg,Square,Straight
data\Straight\3d0ed46487fd72bb3dbda1161897ac49.jpg,Square,Straight
data\Straight\3d0f8c0c4fc4427514ac380deaa0dda4.jpg,Square,Straight
data\Straight\3fa63044-644e-4ac6-bdec-e790e2ef0b58-62729079.jpg,Round,Straight
data\Straight\4-medium-length-straight-hair-with-layers-CKjceXbMRWr.jpg,Round,Straight
data\Straight\401ab262fa119f950c58eb31a963f611.jpg,Oblong,Straight
data\Straight\4028ec49d02c39cccf9d34333cfd94c2.jpg,Square,Straight
data\Straight\4138LzxX2BBL.jpg,Square,Straight
data\Straight\4715ca7831704d8a7959906853b459cd.jpg,Heart,Straight
data\Straight\47c54a4540ed01fadcae72e7bf0ed32a3.jpg,Oval,Straight
data\Straight\5-gorgeous-hairstyles-for-women-with-straight-hairmobilehome.jpg,Oval,Straight
data\Straight\500_F_222843071_F40Ht0E501Rx4aV1UpOJ0pAuGIsPtZvz.jpg,Oblong,Straight
data\Straight\50decc858900e22cce6c60ab25755d04.jpg,Oval,Straight
data\Straight\53b349306cd7160b2579bd4ae3a27777.jpg,Square,Straight
data\Straight\54-540556_arianagrande-ariana-grande-ariana-grande-selfie-ariana-grande.png,Oblong,Straight
data\Straight\54344b1b405b28a0844d6fcfcea9eeed.jpg,Oval,Straight
data\Straight\593daf5ca495fdf99aaaaaafae911460.jpg,Oblong,Straight
data\Straight\5ea8e7466e5a3737d7cde46cd51b21a4.jpg,Oblong,Straight
data\Straight\5fad8c7a7825bf522ecd213a771d5e80.jpg,Heart,Straight
data\Straight\61tFhwh0moL._SL1000_.jpg,Oval,Straight
data\Straight\62c12eac56fad8d998eb623bb147bd5c2.jpg,Oval,Straight
data\Straight\62d7ab276f587fa53e3ed2c040942657.jpg,Oblong,Straight
data\Straight\62e7c5236b3e1179d557b48e1d5568fe.jpg,Oval,Straight
data\Straight\6aa63dea37ce81e79108cad2f8bd6839.jpg,Square,Straight
