image_path,gender,face_shape,hairstyle
dataset\women\Girls_curly_hair_style_0605.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0606.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0607.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0608.jpg,women,Oval,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0609.jpg,women,Square,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0610.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0611.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0612.jpg,women,Round,Middle
dataset\women\Girls_curly_hair_style_0613.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0614.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0615.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0616.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0617.jpg,women,Round,Pomade
dataset\women\Girls_curly_hair_style_0618.jpg,women,Round,Hush_Cut
dataset\women\Girls_curly_hair_style_0619.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0620.jpg,women,Square,Textured_Cut
dataset\women\Girls_curly_hair_style_0621.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_curly_hair_style_0622.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0623.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0624.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0625.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0626.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0627.jpg,women,Square,Pomade
dataset\women\Girls_curly_hair_style_0628.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0629.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0630.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0631.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0632.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0633.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0634.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0635.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0636.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0637.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0638.jpg,women,Round,Hush_Cut
dataset\women\Girls_curly_hair_style_0639.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0640.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0641.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0642.jpg,women,Square,Textured_Cut
dataset\women\Girls_curly_hair_style_0643.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0644.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0645.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_curly_hair_style_0646.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0647.jpg,women,Oval,Hush_Cut
dataset\women\Girls_curly_hair_style_0648.jpg,women,Oval,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0649.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0650.jpg,women,Round,Bob
dataset\women\Girls_curly_hair_style_0651.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0652.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0653.jpg,women,Oval,Pixie_Cut
dataset\women\Girls_curly_hair_style_0654.jpg,women,Round,Pixie_Cut
dataset\women\Girls_curly_hair_style_0655.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0656.jpg,women,Round,Hush_Cut
dataset\women\Girls_curly_hair_style_0657.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_curly_hair_style_0658.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0659.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0660.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0661.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0662.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0663.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0664.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0665.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0666.jpg,women,Heart,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0667.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0668.jpg,women,Oval,Pomade
dataset\women\Girls_curly_hair_style_0669.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0670.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0671.jpg,women,Square,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0672.jpg,women,Heart,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0673.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0674.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0675.jpg,women,Oblong,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0676.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0677.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0678.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0679.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0680.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0681.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0682.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0683.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0684.jpg,women,Round,Pomade
dataset\women\Girls_curly_hair_style_0685.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0686.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0687.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0688.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0689.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0690.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0691.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0692.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0693.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0694.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0695.jpg,women,Square,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0696.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0697.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0698.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0699.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0700.jpg,women,Square,Girls_short_hair
dataset\women\Girls_curly_hair_style_0701.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0702.jpg,women,Heart,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0703.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0704.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0705.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0706.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0707.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0708.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0709.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0710.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0711.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0712.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0713.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0714.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0715.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0716.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0717.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0718.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0719.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0720.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0721.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0722.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0723.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0724.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0725.jpg,women,Oblong,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0726.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0727.jpg,women,Oblong,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0728.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0729.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0730.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0731.jpg,women,Square,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0732.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0733.jpg,women,Oblong,Long_hair
dataset\women\Girls_curly_hair_style_0734.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0735.jpg,women,Square,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0736.jpg,women,Square,Textured_Cut
dataset\women\Girls_curly_hair_style_0737.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0738.jpg,women,Oval,Pomade
dataset\women\Girls_curly_hair_style_0739.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0740.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0741.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0742.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0743.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0744.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0745.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0746.jpg,women,Heart,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0747.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0748.jpg,women,Square,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0749.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0750.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0751.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_curly_hair_style_0752.jpg,women,Oval,Textured_Cut
dataset\women\Girls_curly_hair_style_0753.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0754.jpg,women,Heart,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0755.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0756.jpg,women,Round,Bob
dataset\women\Girls_curly_hair_style_0757.jpg,women,Square,Girls_short_hair
dataset\women\Girls_curly_hair_style_0758.jpg,women,Round,Long_hair
dataset\women\Girls_curly_hair_style_0759.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0760.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0761.jpg,women,Round,Girls_short_hair
dataset\women\Girls_curly_hair_style_0762.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0763.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0764.jpg,women,Round,Textured_Cut
dataset\women\Girls_curly_hair_style_0765.jpg,women,Round,Straight_layered_hair
dataset\women\Girls_curly_hair_style_0766.jpg,women,Oval,Long_hair
dataset\women\Girls_curly_hair_style_0767.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0768.jpg,women,Round,Hush_Cut
dataset\women\Girls_curly_hair_style_0769.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_curly_hair_style_0770.jpg,women,Oval,Girls_curly_hair_style
dataset\women\Girls_short_hair_0001.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0002.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0003.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0004.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0005.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0006.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0007.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0008.jpg,women,Square,Straight_layered_hair
dataset\women\Girls_short_hair_0009.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0010.jpg,women,Square,Girls_short_hair
dataset\women\Girls_short_hair_0011.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0012.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0013.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0014.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0015.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0016.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0017.jpg,women,Round,Textured_Cut
dataset\women\Girls_short_hair_0018.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0019.jpg,women,Round,Textured_Cut
dataset\women\Girls_short_hair_0020.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0021.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0022.jpg,women,Square,Girls_short_hair
dataset\women\Girls_short_hair_0023.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0024.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0025.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0026.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0027.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0028.jpg,women,Oval,Pomade
dataset\women\Girls_short_hair_0029.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0030.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0031.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0032.jpg,women,Round,Long_hair
dataset\women\Girls_short_hair_0033.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0034.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0035.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0036.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0037.jpg,women,Round,Men's_short_hair
dataset\women\Girls_short_hair_0038.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0039.jpg,women,Square,Girls_short_hair
dataset\women\Girls_short_hair_0040.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0041.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0042.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0043.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0044.jpg,women,Heart,Middle
dataset\women\Girls_short_hair_0045.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0046.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0047.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0048.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0049.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0050.jpg,women,Round,Hush_Cut
dataset\women\Girls_short_hair_0051.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0052.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0053.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0054.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0055.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0056.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0057.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0058.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0059.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0060.jpg,women,Square,Girls_short_hair
dataset\women\Girls_short_hair_0061.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0062.jpg,women,Round,Girls_curly_hair_style
dataset\women\Girls_short_hair_0063.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0064.jpg,women,Heart,Straight_layered_hair
dataset\women\Girls_short_hair_0065.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0066.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0067.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0068.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0069.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0070.jpg,women,Square,Girls_short_hair
dataset\women\Girls_short_hair_0071.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0072.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0073.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0074.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0075.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0076.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0077.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0078.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0079.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0080.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0081.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0082.jpg,women,Oval,Middle
dataset\women\Girls_short_hair_0083.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0084.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0085.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0086.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0087.jpg,women,Round,Men's_short_hair
dataset\women\Girls_short_hair_0088.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0089.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0090.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0091.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0092.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0093.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0094.jpg,women,Round,Bob
dataset\women\Girls_short_hair_0095.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0096.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0097.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0098.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0099.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0100.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0101.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0102.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0103.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0104.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0105.jpg,women,Heart,Pomade
dataset\women\Girls_short_hair_0106.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0107.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0108.jpg,women,Oval,Straight_layered_hair
dataset\women\Girls_short_hair_0109.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0110.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0111.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0112.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0113.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0114.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0115.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0116.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0117.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0118.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0119.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0120.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0121.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0122.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0123.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0124.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0125.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0126.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0127.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0128.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0129.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0130.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0131.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0132.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0133.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0134.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0135.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0136.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0137.jpg,women,Oval,Pomade
dataset\women\Girls_short_hair_0138.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0139.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0140.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0141.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0142.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0143.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0144.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0145.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0146.jpg,women,Oval,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0147.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0148.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0149.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0150.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0151.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0152.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0153.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0154.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0155.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0156.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0157.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0158.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0159.jpg,women,Round,Men's_short_hair
dataset\women\Girls_short_hair_0160.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0161.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0162.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0163.jpg,women,Round,Layered_curly_hairstyle
dataset\women\Girls_short_hair_0164.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0165.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0166.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0167.jpg,women,Oval,Pomade
dataset\women\Girls_short_hair_0168.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0169.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0170.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0171.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0172.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0173.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0174.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0175.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0176.jpg,women,Round,Pomade
dataset\women\Girls_short_hair_0177.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0178.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0179.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0180.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0181.jpg,women,Oval,Girls_short_hair
dataset\women\Girls_short_hair_0182.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0183.jpg,women,Round,Middle
dataset\women\Girls_short_hair_0184.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0185.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0186.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0187.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0188.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0189.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0190.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0191.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0192.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0193.jpg,women,Round,Men's_short_hair
dataset\women\Girls_short_hair_0194.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0195.jpg,women,Heart,Middle
dataset\women\Girls_short_hair_0196.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0197.jpg,women,Heart,Girls_short_hair
dataset\women\Girls_short_hair_0198.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0199.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0200.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0201.jpg,women,Round,Girls_short_hair
dataset\women\Girls_short_hair_0202.jpg,women,Oblong,Girls_short_hair
dataset\women\Girls_short_hair_0203.jpg,women,Round,Girls_short_hair
